concept_id,concept_code,concept_name,vocabulary_id,outcome_set_id,outcome_set_name
45601434,M32.12,Pericarditis in systemic lupus erythematosus,ICD10CM,4,Lupus
45606214,M32.19,Other organ or system involvement in systemic lupus erythematosus,ICD10CM,4,Lupus
46270384,2.95E+14,Nephropathy co-occurrent and due to systemic lupus erythematosus,SNOMED,4,Lupus
46270384,2.95E+14,Nephropathy co-occurrent and due to systemic lupus erythematosus,SNOMED,4,Lupus
46273369,7.22E+13,Endocarditis due to systemic lupus erythematosus,SNOMED,4,Lupus
46273369,7.22E+13,Endocarditis due to systemic lupus erythematosus,SNOMED,4,Lupus
198995,190371008,Type 1 diabetes mellitus - poor control,SNOMED,5,Type 1 Diabetes
200687,421893009,Renal disorder due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
201254,46635009,Type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
201531,190330002,Hyperosmolar coma due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
318712,421365002,Peripheral circulatory disorder due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
373999,421165007,Diabetic oculopathy associated with type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
376114,312905005,Severe nonproliferative retinopathy due to diabetes mellitus,SNOMED,5,Type 1 Diabetes
377821,421468001,Disorder of nervous system due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
380097,312912001,Macular edema due to diabetes mellitus,SNOMED,5,Type 1 Diabetes
435216,420868002,Disorder due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
439770,420270002,Ketoacidosis due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
442793,74627003,Complication due to diabetes mellitus,SNOMED,5,Type 1 Diabetes
443412,313435000,Type 1 diabetes mellitus without complication,SNOMED,5,Type 1 Diabetes
443592,428896009,Hyperosmolality due to uncontrolled type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
443735,420662003,Coma due to diabetes mellitus,SNOMED,5,Type 1 Diabetes
1409105,E10,Type 1 diabetes mellitus,ICD10CN,5,Type 1 Diabetes
1409111,E10.1,"Type 1 diabetes mellitus, With ketoacidosis",ICD10CN,5,Type 1 Diabetes
1409116,E10.2,"Type 1 diabetes mellitus, With renal complications",ICD10CN,5,Type 1 Diabetes
1409119,E10.3,"Type 1 diabetes mellitus, With ophthalmic complications",ICD10CN,5,Type 1 Diabetes
1409124,E10.4,"Type 1 diabetes mellitus, With neurological complications",ICD10CN,5,Type 1 Diabetes
1409131,E10.5,"Type 1 diabetes mellitus, With peripheral circulatory complications",ICD10CN,5,Type 1 Diabetes
1409138,E10.6,"Type 1 diabetes mellitus, With other specified complications",ICD10CN,5,Type 1 Diabetes
1409145,E10.8,"Type 1 diabetes mellitus, With unspecified complications",ICD10CN,5,Type 1 Diabetes
1409147,E10.9,"Type 1 diabetes mellitus, Without complications",ICD10CN,5,Type 1 Diabetes
1567940,E10,Type 1 diabetes mellitus,ICD10CM,5,Type 1 Diabetes
1567941,E10.1,Type 1 diabetes mellitus with ketoacidosis,ICD10CM,5,Type 1 Diabetes
1567942,E10.2,Type 1 diabetes mellitus with kidney complications,ICD10CM,5,Type 1 Diabetes
1567943,E10.3,Type 1 diabetes mellitus with ophthalmic complications,ICD10CM,5,Type 1 Diabetes
1567944,E10.31,Type 1 diabetes mellitus with unspecified diabetic retinopathy,ICD10CM,5,Type 1 Diabetes
1567945,E10.32,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy,ICD10CM,5,Type 1 Diabetes
1567946,E10.33,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy,ICD10CM,5,Type 1 Diabetes
1567947,E10.34,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy,ICD10CM,5,Type 1 Diabetes
1567948,E10.35,Type 1 diabetes mellitus with proliferative diabetic retinopathy,ICD10CM,5,Type 1 Diabetes
1567949,E10.4,Type 1 diabetes mellitus with neurological complications,ICD10CM,5,Type 1 Diabetes
1567950,E10.5,Type 1 diabetes mellitus with circulatory complications,ICD10CM,5,Type 1 Diabetes
1567951,E10.6,Type 1 diabetes mellitus with other specified complications,ICD10CM,5,Type 1 Diabetes
1567952,E10.61,Type 1 diabetes mellitus with diabetic arthropathy,ICD10CM,5,Type 1 Diabetes
1567953,E10.62,Type 1 diabetes mellitus with skin complications,ICD10CM,5,Type 1 Diabetes
1567954,E10.63,Type 1 diabetes mellitus with oral complications,ICD10CM,5,Type 1 Diabetes
1567955,E10.64,Type 1 diabetes mellitus with hypoglycemia,ICD10CM,5,Type 1 Diabetes
3519205,3.00E+14,Diabetes mellitus type I diet education,SNOMED,5,Type 1 Diabetes
3522463,4.35E+13,Type I diabetes mellitus,SNOMED,5,Type 1 Diabetes
3522464,4.36E+13,Type I diabetes mellitus with multiple complications,SNOMED,5,Type 1 Diabetes
3522465,4.36E+13,Type I diabetes mellitus with ulcer,SNOMED,5,Type 1 Diabetes
3522467,4.37E+13,Type I diabetes mellitus with polyneuropathy,SNOMED,5,Type 1 Diabetes
3522468,4.37E+13,Type I diabetes mellitus with arthropathy,SNOMED,5,Type 1 Diabetes
3522630,4.75E+13,Type I diabetes mellitus,SNOMED,5,Type 1 Diabetes
3522660,5.02E+13,Type I diabetes mellitus,SNOMED,5,Type 1 Diabetes
3522661,5.02E+13,Type I diabetes mellitus with arthropathy,SNOMED,5,Type 1 Diabetes
3522920,8.29E+13,Type I diabetes mellitus with ulcer,SNOMED,5,Type 1 Diabetes
3522921,8.29E+13,Type I diabetes mellitus with retinopathy,SNOMED,5,Type 1 Diabetes
3522922,8.29E+13,Type I diabetes mellitus maturity onset,SNOMED,5,Type 1 Diabetes
3522923,8.29E+13,Type I diabetes mellitus without complication,SNOMED,5,Type 1 Diabetes
3522924,8.30E+13,Type I diabetes mellitus with polyneuropathy,SNOMED,5,Type 1 Diabetes
3522925,8.30E+13,Type I diabetes mellitus with hypoglycaemic coma,SNOMED,5,Type 1 Diabetes
3522926,8.30E+13,Type I diabetes mellitus with peripheral angiopathy,SNOMED,5,Type 1 Diabetes
3524295,2.14E+14,Type 1 diabetes mellitus with gastroparesis,SNOMED,5,Type 1 Diabetes
3550738,4.36E+13,Unstable type I diabetes mellitus,SNOMED,5,Type 1 Diabetes
3550872,5.02E+13,Type I diabetes mellitus - poor control,SNOMED,5,Type 1 Diabetes
3550980,7.84E+13,Type 1 diabetes mellitus with ketoacidosis,SNOMED,5,Type 1 Diabetes
3551088,8.29E+13,Unstable type I diabetes mellitus,SNOMED,5,Type 1 Diabetes
3551089,8.30E+13,Type 1 diabetes mellitus with persistent microalbuminuria,SNOMED,5,Type 1 Diabetes
3551090,8.30E+13,Type 1 diabetes mellitus with ketoacidotic coma,SNOMED,5,Type 1 Diabetes
3570232,1.99E+14,Type 1 diabetes mellitus with gastroparesis,SNOMED,5,Type 1 Diabetes
3571423,1.04E+14,Type 1 diabetes mellitus with exudative maculopathy,SNOMED,5,Type 1 Diabetes
3572827,4.35E+14,Ankle ulcer associated with type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
3572830,4.36E+13,Type I diabetes mellitus maturity onset,SNOMED,5,Type 1 Diabetes
3572831,4.36E+13,Type I diabetes mellitus without complication,SNOMED,5,Type 1 Diabetes
3572832,4.37E+13,Type I diabetes mellitus with hypoglycaemic coma,SNOMED,5,Type 1 Diabetes
4009303,111556005,Diabetic ketoacidosis without coma,SNOMED,5,Type 1 Diabetes
4047906,23045005,Insulin dependent diabetes mellitus type 1A,SNOMED,5,Type 1 Diabetes
4063042,199229001,Pre-existing type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4096668,190369008,Type 1 diabetes mellitus with gangrene,SNOMED,5,Type 1 Diabetes
4099214,190368000,Type 1 diabetes mellitus with ulcer,SNOMED,5,Type 1 Diabetes
4099215,190372001,Type 1 diabetes mellitus maturity onset,SNOMED,5,Type 1 Diabetes
4102018,28032008,Insulin dependent diabetes mellitus type 1B,SNOMED,5,Type 1 Diabetes
4128019,290002008,Brittle type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4131908,127014009,Peripheral angiopathy due to diabetes mellitus,SNOMED,5,Type 1 Diabetes
4137214,425442003,Diabetic autonomic neuropathy associated with type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4143689,426907004,Small vessel disease due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4143857,427571000,Lumbosacral radiculoplexus neuropathy due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4151281,314771006,Type 1 diabetes mellitus with hypoglycemic coma,SNOMED,5,Type 1 Diabetes
4152858,314893005,Type 1 diabetes mellitus with arthropathy,SNOMED,5,Type 1 Diabetes
4200873,314894004,Type 1 diabetes mellitus with neuropathic arthropathy,SNOMED,5,Type 1 Diabetes
4221344,420486006,Exudative maculopathy due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4222553,420514000,Persistent proteinuria due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4222687,421305000,Persistent microalbuminuria due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4223303,420825003,Gangrene due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4224254,421075007,Ketoacidotic coma due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4224709,422228004,Multiple complications due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4224723,422297002,Polyneuropathy associated with type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4225055,420918009,Mononeuropathy due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4225656,421920002,Cataract due to diabetes mellitus type 1,SNOMED,5,Type 1 Diabetes
4227210,420789003,Retinopathy due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4228112,421437000,Hypoglycemic coma due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4295011,401110002,Type 1 diabetes mellitus with persistent microalbuminuria,SNOMED,5,Type 1 Diabetes
4312138,425159004,Diabetic gastroparesis associated with type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
4324885,429094000,Dietary education for type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
35206878,E10.8,Type 1 diabetes mellitus with unspecified complications,ICD10CM,5,Type 1 Diabetes
35206879,E10.9,Type 1 diabetes mellitus without complications,ICD10CM,5,Type 1 Diabetes
37016179,1.39E+14,Mild nonproliferative retinopathy due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
37016180,1.39E+14,Moderate nonproliferative retinopathy due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
37016348,3.68E+14,Hyperglycemia due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
37016353,3.69E+14,Dyslipidemia due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
37016767,712882000,Autonomic neuropathy due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
37017429,713702000,Gastroparesis due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
37017431,713705003,Polyneuropathy due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
37018566,7.18E+13,Peripheral neuropathy due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
37200141,E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",ICD10CM,5,Type 1 Diabetes
37200142,E10.3212,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",ICD10CM,5,Type 1 Diabetes
37200143,E10.3213,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",ICD10CM,5,Type 1 Diabetes
37200144,E10.3219,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",ICD10CM,5,Type 1 Diabetes
37200145,E10.3291,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",ICD10CM,5,Type 1 Diabetes
37200146,E10.3292,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",ICD10CM,5,Type 1 Diabetes
37200147,E10.3293,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",ICD10CM,5,Type 1 Diabetes
37200148,E10.3299,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",ICD10CM,5,Type 1 Diabetes
37200149,E10.3311,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",ICD10CM,5,Type 1 Diabetes
37200150,E10.3312,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",ICD10CM,5,Type 1 Diabetes
37200151,E10.3313,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",ICD10CM,5,Type 1 Diabetes
37200152,E10.3319,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",ICD10CM,5,Type 1 Diabetes
37200153,E10.3391,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",ICD10CM,5,Type 1 Diabetes
37200154,E10.3392,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",ICD10CM,5,Type 1 Diabetes
37200155,E10.3393,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",ICD10CM,5,Type 1 Diabetes
37200156,E10.3399,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",ICD10CM,5,Type 1 Diabetes
37200157,E10.3411,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",ICD10CM,5,Type 1 Diabetes
37200158,E10.3412,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",ICD10CM,5,Type 1 Diabetes
37200159,E10.3413,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",ICD10CM,5,Type 1 Diabetes
37200160,E10.3419,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",ICD10CM,5,Type 1 Diabetes
37200161,E10.3491,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",ICD10CM,5,Type 1 Diabetes
37200162,E10.3492,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",ICD10CM,5,Type 1 Diabetes
37200163,E10.3493,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",ICD10CM,5,Type 1 Diabetes
37200164,E10.3499,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",ICD10CM,5,Type 1 Diabetes
37200165,E10.3511,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",ICD10CM,5,Type 1 Diabetes
37200166,E10.3512,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",ICD10CM,5,Type 1 Diabetes
37200167,E10.3513,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",ICD10CM,5,Type 1 Diabetes
37200168,E10.3519,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",ICD10CM,5,Type 1 Diabetes
37200169,E10.352,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,ICD10CM,5,Type 1 Diabetes
37200170,E10.3521,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",ICD10CM,5,Type 1 Diabetes
37200171,E10.3522,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",ICD10CM,5,Type 1 Diabetes
37200172,E10.3523,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",ICD10CM,5,Type 1 Diabetes
37200173,E10.3529,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",ICD10CM,5,Type 1 Diabetes
37200174,E10.353,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,ICD10CM,5,Type 1 Diabetes
37200175,E10.3531,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",ICD10CM,5,Type 1 Diabetes
37200176,E10.3532,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",ICD10CM,5,Type 1 Diabetes
37200177,E10.3533,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",ICD10CM,5,Type 1 Diabetes
37200178,E10.3539,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",ICD10CM,5,Type 1 Diabetes
37200179,E10.354,Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,ICD10CM,5,Type 1 Diabetes
37200180,E10.3541,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",ICD10CM,5,Type 1 Diabetes
37200181,E10.3542,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",ICD10CM,5,Type 1 Diabetes
37200182,E10.3543,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",ICD10CM,5,Type 1 Diabetes
37200183,E10.3549,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",ICD10CM,5,Type 1 Diabetes
37200184,E10.355,Type 1 diabetes mellitus with stable proliferative diabetic retinopathy,ICD10CM,5,Type 1 Diabetes
37200185,E10.3551,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",ICD10CM,5,Type 1 Diabetes
37200186,E10.3552,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",ICD10CM,5,Type 1 Diabetes
37200187,E10.3553,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",ICD10CM,5,Type 1 Diabetes
37200188,E10.3559,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",ICD10CM,5,Type 1 Diabetes
37200189,E10.3591,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",ICD10CM,5,Type 1 Diabetes
37200190,E10.3592,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",ICD10CM,5,Type 1 Diabetes
37200191,E10.3593,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",ICD10CM,5,Type 1 Diabetes
37200192,E10.3599,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",ICD10CM,5,Type 1 Diabetes
37312201,789571005,Ulcer of heel due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
40321135,154673001,Diabetes mellitus: [juvenile] or [insulin dependent],SNOMED,5,Type 1 Diabetes
40350833,267469001,Diabetes mellitus: [juvenile] or [insulin dependent],SNOMED,5,Type 1 Diabetes
40386356,190325001,"Diabetes mellitus, juvenile type, with ketoacidosis",SNOMED,5,Type 1 Diabetes
40386366,190334006,"Diabetes mellitus, juvenile type, with ketoacidotic coma",SNOMED,5,Type 1 Diabetes
40386728,190339001,"Diabetes mellitus, juvenile type, with renal manifestation",SNOMED,5,Type 1 Diabetes
40386741,190350003,"Diabetes mellitus, juvenile type, with neurological manifestation",SNOMED,5,Type 1 Diabetes
40386746,190355008,"Diabetes mellitus, juvenile type, with peripheral circulatory disorder",SNOMED,5,Type 1 Diabetes
40386749,190358005,IDDM with peripheral circulatory disorder,SNOMED,5,Type 1 Diabetes
40386754,190362004,Type I diabetes mellitus,SNOMED,5,Type 1 Diabetes
40386755,190363009,Type I diabetes mellitus with renal complications,SNOMED,5,Type 1 Diabetes
40386757,190365002,Type I diabetes mellitus with neurological complications,SNOMED,5,Type 1 Diabetes
40386758,190366001,Type I diabetes mellitus with multiple complications,SNOMED,5,Type 1 Diabetes
40386759,190367005,Unstable type I diabetes mellitus,SNOMED,5,Type 1 Diabetes
40386762,190370009,Type I diabetes mellitus with retinopathy,SNOMED,5,Type 1 Diabetes
40386766,190373006,Type I diabetes mellitus without complication,SNOMED,5,Type 1 Diabetes
40386767,190374000,Type I diabetes mellitus with mononeuropathy,SNOMED,5,Type 1 Diabetes
40386768,190375004,Type I diabetes mellitus with polyneuropathy,SNOMED,5,Type 1 Diabetes
40386769,190376003,Type I diabetes mellitus with nephropathy,SNOMED,5,Type 1 Diabetes
40386770,190377007,Type I diabetes mellitus with hypoglycemic coma,SNOMED,5,Type 1 Diabetes
40386771,190378002,Type I diabetes mellitus with diabetic cataract,SNOMED,5,Type 1 Diabetes
40386772,190379005,Type I diabetes mellitus with peripheral angiopathy,SNOMED,5,Type 1 Diabetes
40386773,190380008,Type 1 diabetes mellitus with arthropathy,SNOMED,5,Type 1 Diabetes
40386775,190381007,Type I diabetes mellitus with neuropathic arthropathy,SNOMED,5,Type 1 Diabetes
40484648,444073006,Type 1 diabetes mellitus uncontrolled,SNOMED,5,Type 1 Diabetes
40484649,444074000,Type 1 diabetes mellitus well controlled,SNOMED,5,Type 1 Diabetes
40518515,314368001,Type I diabetes mellitus with mononeuropathy,SNOMED,5,Type 1 Diabetes
40518516,314369009,Type I diabetes mellitus with polyneuropathy,SNOMED,5,Type 1 Diabetes
40518525,314377008,Type I diabetes mellitus with nephropathy,SNOMED,5,Type 1 Diabetes
40520430,314887002,Type I diabetes mellitus with diabetic cataract,SNOMED,5,Type 1 Diabetes
40520436,314892000,Type I diabetes mellitus with peripheral angiopathy,SNOMED,5,Type 1 Diabetes
40543500,371054002,Type 1 diabetes mellitus with complication,SNOMED,5,Type 1 Diabetes
40543501,371055001,Type I diabetes mellitus with ketoacidosis,SNOMED,5,Type 1 Diabetes
40575609,401109007,Type 1 diabetes mellitus with persistent proteinuria,SNOMED,5,Type 1 Diabetes
40584359,408287009,Type 1 diabetes mellitus with exudative maculopathy,SNOMED,5,Type 1 Diabetes
42538169,739681000,Disorder of eye due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
43530657,1.56E+12,Diabetic peripheral neuropathy associated with type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
43530660,1.57E+12,Mixed hyperlipidemia due to type 1 diabetes mellitus,SNOMED,5,Type 1 Diabetes
44810563,8.88E+14,Type I diabetes mellitus in remission,SNOMED,5,Type 1 Diabetes
44819501,250.63,"Diabetes with neurological manifestations, type I [juvenile type], uncontrolled",ICD9CM,5,Type 1 Diabetes
44819502,250.73,"Diabetes with peripheral circulatory disorders, type I [juvenile type], uncontrolled",ICD9CM,5,Type 1 Diabetes
44819504,250.93,"Diabetes with unspecified complication, type I [juvenile type], uncontrolled",ICD9CM,5,Type 1 Diabetes
44820682,250.01,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",ICD9CM,5,Type 1 Diabetes
44820683,250.33,"Diabetes with other coma, type I [juvenile type], uncontrolled",ICD9CM,5,Type 1 Diabetes
44820684,250.53,"Diabetes with ophthalmic manifestations, type I [juvenile type], uncontrolled",ICD9CM,5,Type 1 Diabetes
44821787,250.03,"Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled",ICD9CM,5,Type 1 Diabetes
44822934,250.13,"Diabetes with ketoacidosis, type I [juvenile type], uncontrolled",ICD9CM,5,Type 1 Diabetes
44822935,250.41,"Diabetes with renal manifestations, type I [juvenile type], not stated as uncontrolled",ICD9CM,5,Type 1 Diabetes
44822936,250.51,"Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled",ICD9CM,5,Type 1 Diabetes
44824071,250.11,"Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled",ICD9CM,5,Type 1 Diabetes
44825264,250.71,"Diabetes with peripheral circulatory disorders, type I [juvenile type], not stated as uncontrolled",ICD9CM,5,Type 1 Diabetes
44829881,250.91,"Diabetes with unspecified complication, type I [juvenile type], not stated as uncontrolled",ICD9CM,5,Type 1 Diabetes
44831046,250.61,"Diabetes with neurological manifestations, type I [juvenile type], not stated as uncontrolled",ICD9CM,5,Type 1 Diabetes
44832190,250.21,"Diabetes with hyperosmolarity, type I [juvenile type], not stated as uncontrolled",ICD9CM,5,Type 1 Diabetes
44832191,250.23,"Diabetes with hyperosmolarity, type I [juvenile type], uncontrolled",ICD9CM,5,Type 1 Diabetes
44833368,250.83,"Diabetes with other specified manifestations, type I [juvenile type], uncontrolled",ICD9CM,5,Type 1 Diabetes
44834549,250.43,"Diabetes with renal manifestations, type I [juvenile type], uncontrolled",ICD9CM,5,Type 1 Diabetes
44836918,250.81,"Diabetes with other specified manifestations, type I [juvenile type], not stated as uncontrolled",ICD9CM,5,Type 1 Diabetes
45533016,E10.4,"Type 1 diabetes mellitus, With neurological complications",ICD10,5,Type 1 Diabetes
45533017,E10.43,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,ICD10CM,5,Type 1 Diabetes
45533018,E10.65,Type 1 diabetes mellitus with hyperglycemia,ICD10CM,5,Type 1 Diabetes
45537958,E10.349,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,ICD10CM,5,Type 1 Diabetes
45537959,E10.6,"Type 1 diabetes mellitus, With other specified complications",ICD10,5,Type 1 Diabetes
45537960,E10.618,Type 1 diabetes mellitus with other diabetic arthropathy,ICD10CM,5,Type 1 Diabetes
45542735,E10.1,"Type 1 diabetes mellitus, With ketoacidosis",ICD10,5,Type 1 Diabetes
45542736,E10.319,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,ICD10CM,5,Type 1 Diabetes
45542737,E10.52,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene,ICD10CM,5,Type 1 Diabetes
45547621,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,ICD10CM,5,Type 1 Diabetes
45547622,E10.51,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene,ICD10CM,5,Type 1 Diabetes
45547623,E10.638,Type 1 diabetes mellitus with other oral complications,ICD10CM,5,Type 1 Diabetes
45547624,E10.69,Type 1 diabetes mellitus with other specified complication,ICD10CM,5,Type 1 Diabetes
45552379,E10.21,Type 1 diabetes mellitus with diabetic nephropathy,ICD10CM,5,Type 1 Diabetes
45552380,E10.3,"Type 1 diabetes mellitus, With ophthalmic complications",ICD10,5,Type 1 Diabetes
45552381,E10.311,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema,ICD10CM,5,Type 1 Diabetes
45552382,E10.36,Type 1 diabetes mellitus with diabetic cataract,ICD10CM,5,Type 1 Diabetes
45552383,E10.641,Type 1 diabetes mellitus with hypoglycemia with coma,ICD10CM,5,Type 1 Diabetes
45552384,E10.8,"Type 1 diabetes mellitus, With unspecified complications",ICD10,5,Type 1 Diabetes
45557110,E10.11,Type 1 diabetes mellitus with ketoacidosis with coma,ICD10CM,5,Type 1 Diabetes
45557111,E10.630,Type 1 diabetes mellitus with periodontal disease,ICD10CM,5,Type 1 Diabetes
45561947,E10.331,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,ICD10CM,5,Type 1 Diabetes
45561948,E10.44,Type 1 diabetes mellitus with diabetic amyotrophy,ICD10CM,5,Type 1 Diabetes
45566729,E10.628,Type 1 diabetes mellitus with other skin complications,ICD10CM,5,Type 1 Diabetes
45571654,E10.359,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,ICD10CM,5,Type 1 Diabetes
