concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,category
1832746,140 ACTUAT mometasone 0.05 MG/ACTUAT Nasal Spray [Nasonex] by Organon,Drug,RxNorm Extension,Marketed Product,S,OMOP5157980,2021-09-01,2099-12-31,NA,ICS
1832747,140 ACTUAT mometasone 0.05 MG/ACTUAT Nasal Spray [Nasonex] Box of 3 by Organon,Drug,RxNorm Extension,Marketed Product,S,OMOP5157981,2021-09-01,2099-12-31,NA,ICS
1832778,200 ACTUAT budesonide 0.2 MG/ACTUAT Inhalation Powder by Meda,Drug,RxNorm Extension,Marketed Product,S,OMOP5158012,2021-09-01,2099-12-31,NA,ICS
1832779,200 ACTUAT budesonide 0.2 MG/ACTUAT Inhalation Powder Box of 2 by Meda,Drug,RxNorm Extension,Marketed Product,S,OMOP5158013,2021-09-01,2099-12-31,NA,ICS
1970668,montelukast 10 MG Oral Tablet Box of 20 by Bb Farma,Drug,RxNorm Extension,Marketed Product,S,OMOP5163252,2022-01-28,2099-12-31,NA,LTRA
1970669,montelukast 10 MG Oral Tablet Box of 100 by Bb Farma,Drug,RxNorm Extension,Marketed Product,S,OMOP5163253,2022-01-28,2099-12-31,NA,LTRA
1970670,albuterol 0.5 MG/ML Injectable Solution Box of 40,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP5163254,2022-01-28,2099-12-31,NA,SABA
1970671,albuterol 0.5 MG/ML Injectable Solution [Sultanol] Box of 40,Drug,RxNorm Extension,Branded Drug Box,S,OMOP5163255,2022-01-28,2099-12-31,NA,SABA
1972362,mometasone Metered Dose Inhaler [Vividrin],Drug,RxNorm Extension,Branded Drug Form,S,OMOP5164928,2022-01-28,2099-12-31,NA,ICS
1972364,mometasone 0.00000278 MG/MG Metered Dose Inhaler,Drug,RxNorm Extension,Clinical Drug,S,OMOP5164930,2022-01-28,2099-12-31,NA,ICS
1972365,mometasone 0.00000278 MG/MG Metered Dose Inhaler [Vividrin],Drug,RxNorm Extension,Branded Drug,S,OMOP5164931,2022-01-28,2099-12-31,NA,ICS
1972367,mometasone 0.000005 MG/MG Metered Dose Inhaler,Drug,RxNorm Extension,Clinical Drug,S,OMOP5164933,2022-01-28,2099-12-31,NA,ICS
1972368,mometasone 0.000005 MG/MG Metered Dose Inhaler [Vividrin],Drug,RxNorm Extension,Branded Drug,S,OMOP5164934,2022-01-28,2099-12-31,NA,ICS
1972463,budesonide 0.2 MG Dry Powder Inhaler [Budiair] by Kohlpharma,Drug,RxNorm Extension,Marketed Product,S,OMOP5165030,2022-01-28,2099-12-31,NA,ICS
1972464,budesonide 0.2 MG Dry Powder Inhaler [Budiair] Box of 2 by Kohlpharma,Drug,RxNorm Extension,Marketed Product,S,OMOP5165031,2022-01-28,2099-12-31,NA,ICS
1972465,budesonide 0.2 MG Dry Powder Inhaler [Budiair] Box of 3 by Kohlpharma,Drug,RxNorm Extension,Marketed Product,S,OMOP5165032,2022-01-28,2099-12-31,NA,ICS
1972803,1 ML omalizumab 150 MG/ML Prefilled Syringe [Xolair] by Orifarm Leverkus,Drug,RxNorm Extension,Marketed Product,S,OMOP5165368,2022-01-28,2099-12-31,NA,injection
1972804,1 ML omalizumab 150 MG/ML Prefilled Syringe [Xolair] Box of 6 by Eurim-Pharm,Drug,RxNorm Extension,Marketed Product,S,OMOP5165369,2022-01-28,2099-12-31,NA,injection
1972805,1 ML omalizumab 150 MG/ML Prefilled Syringe [Xolair] Box of 6 by Orifarm Leverkus,Drug,RxNorm Extension,Marketed Product,S,OMOP5165370,2022-01-28,2099-12-31,NA,injection
1972807,1 ML omalizumab 150 MG/ML Prefilled Syringe [Xolair] Box of 6 by Paranova Pack,Drug,RxNorm Extension,Marketed Product,S,OMOP5165371,2022-01-28,2099-12-31,NA,injection
1972808,1 ML omalizumab 150 MG/ML Prefilled Syringe [Xolair] Box of 10 by Orifarm Leverkus,Drug,RxNorm Extension,Marketed Product,S,OMOP5165372,2022-01-28,2099-12-31,NA,injection
1972879,1 ML mepolizumab 100 MG/ML Prefilled Syringe [Nucala] Box of 3 by Orifarm Leverkus,Drug,RxNorm Extension,Marketed Product,S,OMOP5165442,2022-01-28,2099-12-31,NA,injection
1972880,1 ML mepolizumab 100 MG/ML Prefilled Syringe [Nucala] Box of 3 by Paranova Pack,Drug,RxNorm Extension,Marketed Product,S,OMOP5165443,2022-01-28,2099-12-31,NA,injection
1972881,1 ML mepolizumab 100 MG/ML Auto-Injector [Nucala] Box of 3 by Orifarm Leverkus,Drug,RxNorm Extension,Marketed Product,S,OMOP5165444,2022-01-28,2099-12-31,NA,injection
1972882,1 ML mepolizumab 100 MG/ML Auto-Injector [Nucala] Box of 3 by Paranova Pack,Drug,RxNorm Extension,Marketed Product,S,OMOP5165445,2022-01-28,2099-12-31,NA,injection
1972968,2.5 ML albuterol 0.5 MG/ML Injectable Solution Box of 40,Drug,RxNorm Extension,Quant Clinical Box,S,OMOP5165529,2022-01-28,2099-12-31,NA,SABA
1972969,2.5 ML albuterol 0.5 MG/ML Injectable Solution [Sultanol] Box of 40,Drug,RxNorm Extension,Quant Branded Box,S,OMOP5165530,2022-01-28,2099-12-31,NA,SABA
1973013,5 ML beclomethasone 0.01 MG/ML Metered Dose Inhaler,Drug,RxNorm Extension,Quant Clinical Drug,S,OMOP5165573,2022-01-28,2099-12-31,NA,ICS
1973014,5 ML beclomethasone 0.01 MG/ML Metered Dose Inhaler [Junik],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP5165574,2022-01-28,2099-12-31,NA,ICS
1973015,5 ML beclomethasone 0.01 MG/ML Metered Dose Inhaler [Junik] by Infectopharm,Drug,RxNorm Extension,Marketed Product,S,OMOP5165575,2022-01-28,2099-12-31,NA,ICS
1973189,10000 MG mometasone 0.000005 MG/MG Metered Dose Inhaler,Drug,RxNorm Extension,Quant Clinical Drug,S,OMOP5165747,2022-01-28,2099-12-31,NA,ICS
1973190,10000 MG mometasone 0.000005 MG/MG Metered Dose Inhaler [Vividrin],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP5165748,2022-01-28,2099-12-31,NA,ICS
1973192,10000 MG mometasone 0.000005 MG/MG Metered Dose Inhaler [Vividrin] by Thomas-Mann-Apotheke Thomas Mann,Drug,RxNorm Extension,Marketed Product,S,OMOP5165749,2022-01-28,2099-12-31,NA,ICS
1973209,18000 MG mometasone 0.00000278 MG/MG Metered Dose Inhaler,Drug,RxNorm Extension,Quant Clinical Drug,S,OMOP5165765,2022-01-28,2099-12-31,NA,ICS
1973210,18000 MG mometasone 0.00000278 MG/MG Metered Dose Inhaler [Vividrin],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP5165766,2022-01-28,2099-12-31,NA,ICS
1973211,18000 MG mometasone 0.00000278 MG/MG Metered Dose Inhaler [Vividrin] by Thomas-Mann-Apotheke Thomas Mann,Drug,RxNorm Extension,Marketed Product,S,OMOP5165767,2022-01-28,2099-12-31,NA,ICS
2009419,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [RHINONEX] by Dong-a,Drug,RxNorm Extension,Marketed Product,S,OMOP4924035,2020-07-31,2099-12-31,NA,ICS
2009420,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [RHINONEX] by Sam-a,Drug,RxNorm Extension,Marketed Product,S,OMOP4924036,2020-07-31,2099-12-31,NA,ICS
2009421,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [Nasonex] by Schering-Plough,Drug,RxNorm Extension,Marketed Product,S,OMOP4924092,2020-07-31,2099-12-31,NA,ICS
2009422,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [I-META],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924112,2020-07-31,2099-12-31,NA,ICS
2009423,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [I-META] by Intro Biopharma,Drug,RxNorm Extension,Marketed Product,S,OMOP4924113,2020-07-31,2099-12-31,NA,ICS
2009425,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [RB-PRO],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924130,2020-07-31,2099-12-31,NA,ICS
2009426,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [RB-PRO] by Huons,Drug,RxNorm Extension,Marketed Product,S,OMOP4924131,2020-07-31,2099-12-31,NA,ICS
2010694,mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [I-META],Drug,RxNorm Extension,Branded Drug,S,OMOP4939085,2020-07-31,2099-12-31,NA,ICS
2010695,mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [RB-PRO],Drug,RxNorm Extension,Branded Drug,S,OMOP4939094,2020-07-31,2099-12-31,NA,ICS
2010698,mometasone Metered Dose Inhaler [I-META],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4939166,2020-07-31,2099-12-31,NA,ICS
2010699,mometasone Metered Dose Inhaler [RB-PRO],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4939175,2020-07-31,2099-12-31,NA,ICS
2013119,theophylline 200 MG Oral Suspension [TEOPIN] by Sam-a,Drug,RxNorm Extension,Marketed Product,S,OMOP4970474,2020-07-31,2099-12-31,NA,theophylline
2013197,montelukast 10 MG Oral Tablet [MONSTELLA] by Cho-a,Drug,RxNorm Extension,Marketed Product,S,OMOP4971672,2020-07-31,2099-12-31,NA,LTRA
2013198,montelukast 10 MG Oral Tablet [MONTELOL] by C-tri,Drug,RxNorm Extension,Marketed Product,S,OMOP4971682,2020-07-31,2099-12-31,NA,LTRA
2013199,montelukast 10 MG Oral Tablet [MONTE-M],Drug,RxNorm Extension,Branded Drug,S,OMOP4971687,2020-07-31,2099-12-31,NA,LTRA
2013200,montelukast 10 MG Oral Tablet [MONTE-M] by Mothers,Drug,RxNorm Extension,Marketed Product,S,OMOP4971688,2020-07-31,2099-12-31,NA,LTRA
2013201,montelukast 10 MG Oral Tablet [MONTE-Q],Drug,RxNorm Extension,Branded Drug,S,OMOP4971693,2020-07-31,2099-12-31,NA,LTRA
2013202,montelukast 10 MG Oral Tablet [MONTE-Q] by Kwangdong,Drug,RxNorm Extension,Marketed Product,S,OMOP4971694,2020-07-31,2099-12-31,NA,LTRA
2013205,montelukast 5 MG Chewable Tablet [LUKATRIN] by Sam-a,Drug,RxNorm Extension,Marketed Product,S,OMOP4971737,2020-07-31,2099-12-31,NA,LTRA
2013206,montelukast 5 MG Chewable Tablet [MONTELOL] by C-tri,Drug,RxNorm Extension,Marketed Product,S,OMOP4971765,2020-07-31,2099-12-31,NA,LTRA
2013207,montelukast 5 MG Chewable Tablet [MONTELU-V],Drug,RxNorm Extension,Branded Drug,S,OMOP4971768,2020-07-31,2099-12-31,NA,LTRA
2013208,montelukast 5 MG Chewable Tablet [MONTELU-V] by LG,Drug,RxNorm Extension,Marketed Product,S,OMOP4971769,2020-07-31,2099-12-31,NA,LTRA
2013209,montelukast 5 MG Chewable Tablet [MONTE-Q],Drug,RxNorm Extension,Branded Drug,S,OMOP4971774,2020-07-31,2099-12-31,NA,LTRA
2013210,montelukast 5 MG Chewable Tablet [MONTE-Q] by Kwangdong,Drug,RxNorm Extension,Marketed Product,S,OMOP4971775,2020-07-31,2099-12-31,NA,LTRA
2013213,montelukast 4 MG Chewable Tablet [LUKATRIN] by Sam-a,Drug,RxNorm Extension,Marketed Product,S,OMOP4971815,2020-07-31,2099-12-31,NA,LTRA
2013214,montelukast 4 MG Chewable Tablet [MONTELOL] by C-tri,Drug,RxNorm Extension,Marketed Product,S,OMOP4971838,2020-07-31,2099-12-31,NA,LTRA
2013215,montelukast 4 MG Chewable Tablet [MONTELU-V],Drug,RxNorm Extension,Branded Drug,S,OMOP4971841,2020-07-31,2099-12-31,NA,LTRA
2013216,montelukast 4 MG Chewable Tablet [MONTELU-V] by LG,Drug,RxNorm Extension,Marketed Product,S,OMOP4971842,2020-07-31,2099-12-31,NA,LTRA
2013217,montelukast 4 MG Chewable Tablet [MONTE-Q],Drug,RxNorm Extension,Branded Drug,S,OMOP4971847,2020-07-31,2099-12-31,NA,LTRA
2013218,montelukast 4 MG Chewable Tablet [MONTE-Q] by Kwangdong,Drug,RxNorm Extension,Marketed Product,S,OMOP4971848,2020-07-31,2099-12-31,NA,LTRA
2013219,montelukast 4 MG Oral Granules [MONTELU-V],Drug,RxNorm Extension,Branded Drug,S,OMOP4971883,2020-07-31,2099-12-31,NA,LTRA
2013220,montelukast 4 MG Oral Granules [MONTELU-V] by LG,Drug,RxNorm Extension,Marketed Product,S,OMOP4971884,2020-07-31,2099-12-31,NA,LTRA
2013224,montelukast Chewable Tablet [MONTELU-V],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4971932,2020-07-31,2099-12-31,NA,LTRA
2013225,montelukast Chewable Tablet [MONTE-Q],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4971935,2020-07-31,2099-12-31,NA,LTRA
2013226,montelukast Oral Granules [MONTELU-V],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4971947,2020-07-31,2099-12-31,NA,LTRA
2013227,montelukast Oral Tablet [MONTE-M],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4971968,2020-07-31,2099-12-31,NA,LTRA
2013228,montelukast Oral Tablet [MONTE-Q],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4971971,2020-07-31,2099-12-31,NA,LTRA
2022235,16500 MG triamcinolone 0.0004 MG/MG Nasal Spray [Nasacort] by Sanofi,Drug,RxNorm Extension,Marketed Product,S,OMOP4920699,2020-07-31,2099-12-31,NA,ICS
2022236,16500 MG triamcinolone 0.0004 MG/MG Nasal Spray [Nasacort],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4920700,2020-07-31,2099-12-31,NA,ICS
2022237,16500 MG triamcinolone 0.0004 MG/MG Nasal Spray,Drug,RxNorm Extension,Quant Clinical Drug,S,OMOP4920701,2020-07-31,2099-12-31,NA,ICS
2022426,10000 MG triamcinolone 0.00055 MG/MG Metered Dose Nasal Spray [Nasacort] by Sanofi,Drug,RxNorm Extension,Marketed Product,S,OMOP4920901,2020-07-31,2099-12-31,NA,ICS
2022427,10000 MG triamcinolone 0.00055 MG/MG Metered Dose Nasal Spray [Nasacort],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4920902,2020-07-31,2099-12-31,NA,ICS
2022428,10000 MG triamcinolone 0.00055 MG/MG Metered Dose Nasal Spray,Drug,RxNorm Extension,Quant Clinical Drug,S,OMOP4920903,2020-07-31,2099-12-31,NA,ICS
2025308,200 ACTUAT budesonide 0.4 MG/ACTUAT Inhalation Powder,Drug,RxNorm Extension,Quant Clinical Drug,S,OMOP4923893,2020-07-31,2099-12-31,NA,ICS
2025309,200 ACTUAT budesonide 0.4 MG/ACTUAT Inhalation Powder [PRENORINE],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4923894,2020-07-31,2099-12-31,NA,ICS
2025310,200 ACTUAT budesonide 0.4 MG/ACTUAT Inhalation Powder [PRENORINE] by Samoh,Drug,RxNorm Extension,Marketed Product,S,OMOP4923895,2020-07-31,2099-12-31,NA,ICS
2025314,200 ACTUAT budesonide 0.2 MG/ACTUAT Inhalation Powder [OBUCORT SWINGHALER] by Otsuka,Drug,RxNorm Extension,Marketed Product,S,OMOP4923899,2020-07-31,2099-12-31,NA,ICS
2025315,200 ACTUAT budesonide 0.2 MG/ACTUAT Inhalation Powder [OBUCORT SWINGHALER],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4923900,2020-07-31,2099-12-31,NA,ICS
2025316,200 ACTUAT budesonide 0.2 MG/ACTUAT Inhalation Powder [PRENORINE],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4923901,2020-07-31,2099-12-31,NA,ICS
2025317,200 ACTUAT budesonide 0.2 MG/ACTUAT Inhalation Powder [PRENORINE] by Samoh,Drug,RxNorm Extension,Marketed Product,S,OMOP4923902,2020-07-31,2099-12-31,NA,ICS
2025331,200 ACTUAT beclomethasone 0.1 MG/ACTUAT Nasal Spray [RINOCLENIL] by Kolon,Drug,RxNorm Extension,Marketed Product,S,OMOP4923915,2020-07-31,2099-12-31,NA,ICS
2025332,200 ACTUAT beclomethasone 0.05 MG/ACTUAT Metered Dose Inhaler [NASOBEC AQUEOUS],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4923916,2020-07-31,2099-12-31,NA,ICS
2025333,200 ACTUAT beclomethasone 0.05 MG/ACTUAT Metered Dose Inhaler [NASOBEC AQUEOUS] by Jaytech,Drug,RxNorm Extension,Marketed Product,S,OMOP4923917,2020-07-31,2099-12-31,NA,ICS
2025445,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [RHINONEX],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924034,2020-07-31,2099-12-31,NA,ICS
2025446,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NASOMEGA],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924037,2020-07-31,2099-12-31,NA,ICS
2025447,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NASOMEGA] by Daewoong,Drug,RxNorm Extension,Marketed Product,S,OMOP4924038,2020-07-31,2099-12-31,NA,ICS
2025448,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [MOTANEX],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924039,2020-07-31,2099-12-31,NA,ICS
2025450,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [MOTANEX] by Ilwha,Drug,RxNorm Extension,Marketed Product,S,OMOP4924040,2020-07-31,2099-12-31,NA,ICS
2025451,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [MOMETAL],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924041,2020-07-31,2099-12-31,NA,ICS
2025452,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [MOMETAL] by Daehan New Pharm,Drug,RxNorm Extension,Marketed Product,S,OMOP4924042,2020-07-31,2099-12-31,NA,ICS
2025453,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [ZALCONEX],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924043,2020-07-31,2099-12-31,NA,ICS
2025454,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [ZALCONEX] by JW,Drug,RxNorm Extension,Marketed Product,S,OMOP4924044,2020-07-31,2099-12-31,NA,ICS
2025455,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NASOTASONE],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924045,2020-07-31,2099-12-31,NA,ICS
2025456,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NASOTASONE] by Dongkoo,Drug,RxNorm Extension,Marketed Product,S,OMOP4924046,2020-07-31,2099-12-31,NA,ICS
2025457,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NASOCOBI],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924047,2020-07-31,2099-12-31,NA,ICS
2025458,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NASOCOBI] by Dongkwang,Drug,RxNorm Extension,Marketed Product,S,OMOP4924048,2020-07-31,2099-12-31,NA,ICS
2025459,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NASATIVE],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924049,2020-07-31,2099-12-31,NA,ICS
2025460,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NASATIVE] by Hanlim,Drug,RxNorm Extension,Marketed Product,S,OMOP4924050,2020-07-31,2099-12-31,NA,ICS
2025461,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [MOTESONE],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924051,2020-07-31,2099-12-31,NA,ICS
2025462,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [MOTESONE] by Hanmi,Drug,RxNorm Extension,Marketed Product,S,OMOP4924052,2020-07-31,2099-12-31,NA,ICS
2025463,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [MONONEX],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924053,2020-07-31,2099-12-31,NA,ICS
2025464,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [MONONEX] by Reyon,Drug,RxNorm Extension,Marketed Product,S,OMOP4924054,2020-07-31,2099-12-31,NA,ICS
2025465,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [RANINEX],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924055,2020-07-31,2099-12-31,NA,ICS
2025466,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [RANINEX] by Binex,Drug,RxNorm Extension,Marketed Product,S,OMOP4924056,2020-07-31,2099-12-31,NA,ICS
2025467,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NAZOCLIN],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924057,2020-07-31,2099-12-31,NA,ICS
2025468,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NAZOCLIN] by Jeil,Drug,RxNorm Extension,Marketed Product,S,OMOP4924058,2020-07-31,2099-12-31,NA,ICS
2025469,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NASOCURE],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924059,2020-07-31,2099-12-31,NA,ICS
2025470,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NASOCURE] by Kukje,Drug,RxNorm Extension,Marketed Product,S,OMOP4924060,2020-07-31,2099-12-31,NA,ICS
2025471,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NARINEX],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924061,2020-07-31,2099-12-31,NA,ICS
2025472,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NARINEX] by Samchundang,Drug,RxNorm Extension,Marketed Product,S,OMOP4924062,2020-07-31,2099-12-31,NA,ICS
2025474,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NACODRIN],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924063,2020-07-31,2099-12-31,NA,ICS
2025475,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NACODRIN] by Kyungdong,Drug,RxNorm Extension,Marketed Product,S,OMOP4924064,2020-07-31,2099-12-31,NA,ICS
2025476,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [MOMET],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924065,2020-07-31,2099-12-31,NA,ICS
2025477,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [MOMET] by Dongkook,Drug,RxNorm Extension,Marketed Product,S,OMOP4924066,2020-07-31,2099-12-31,NA,ICS
2025478,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [ANTIRUN],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924067,2020-07-31,2099-12-31,NA,ICS
2025479,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [ANTIRUN] by Hawon,Drug,RxNorm Extension,Marketed Product,S,OMOP4924068,2020-07-31,2099-12-31,NA,ICS
2025480,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [BR CONEX],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924069,2020-07-31,2099-12-31,NA,ICS
2025481,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [BR CONEX] by Boryung,Drug,RxNorm Extension,Marketed Product,S,OMOP4924070,2020-07-31,2099-12-31,NA,ICS
2025482,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [BICONEX],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924071,2020-07-31,2099-12-31,NA,ICS
2025483,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [BICONEX] by Korea Prime Pharm,Drug,RxNorm Extension,Marketed Product,S,OMOP4924072,2020-07-31,2099-12-31,NA,ICS
2025484,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [YUYU COZALNEX],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924073,2020-07-31,2099-12-31,NA,ICS
2025485,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [YUYU COZALNEX] by Yuyu,Drug,RxNorm Extension,Marketed Product,S,OMOP4924074,2020-07-31,2099-12-31,NA,ICS
2025486,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NEZELEX],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924075,2020-07-31,2099-12-31,NA,ICS
2025487,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NEZELEX] by Daewon,Drug,RxNorm Extension,Marketed Product,S,OMOP4924076,2020-07-31,2099-12-31,NA,ICS
2025488,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NAZATASONE],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924077,2020-07-31,2099-12-31,NA,ICS
2025489,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [NAZATASONE] by Alvogen,Drug,RxNorm Extension,Marketed Product,S,OMOP4924078,2020-07-31,2099-12-31,NA,ICS
2025490,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [MONITAZON],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924079,2020-07-31,2099-12-31,NA,ICS
2025491,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [MONITAZON] by Ildong,Drug,RxNorm Extension,Marketed Product,S,OMOP4924080,2020-07-31,2099-12-31,NA,ICS
2025492,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [MONASONE],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924081,2020-07-31,2099-12-31,NA,ICS
2025493,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [MONASONE] by Yungjin,Drug,RxNorm Extension,Marketed Product,S,OMOP4924082,2020-07-31,2099-12-31,NA,ICS
2025494,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [COBIZAL],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924083,2020-07-31,2099-12-31,NA,ICS
2025495,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [COBIZAL] by Aju,Drug,RxNorm Extension,Marketed Product,S,OMOP4924084,2020-07-31,2099-12-31,NA,ICS
2025496,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [COBINEX],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924085,2020-07-31,2099-12-31,NA,ICS
2025497,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [COBINEX] by Shinpoong,Drug,RxNorm Extension,Marketed Product,S,OMOP4924086,2020-07-31,2099-12-31,NA,ICS
2025498,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [ALER] by Unimed,Drug,RxNorm Extension,Marketed Product,S,OMOP4924087,2020-07-31,2099-12-31,NA,ICS
2025499,140 ACTUAT mometasone 0.05 MG/ACTUAT Metered Dose Inhaler [ALER],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4924088,2020-07-31,2099-12-31,NA,ICS
